mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.08680144945780437,0.0016436423214996577,0.0055874983469645185,0.0002027590183323203,10,1,2,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9961538461538462,0.9961389961389961,0.9974309474309475,0.0018166046089067626,79
0.16972009340922037,0.0013587238986855496,0.008104960123697916,0.0004411620118875117,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.34503499666849774,0.003723608078807168,0.013307412465413412,0.00021534757728166776,10,1,2,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08804551760355632,0.0002533268428878881,0.004785219828287761,0.00013137914169815025,10,1,5,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17415293057759604,0.00021455467369876119,0.008944431940714518,0.0014633421324553553,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3417971134185791,0.0030418927776401923,0.013221263885498047,6.987820380477113e-05,10,1,5,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.0880602200826009,0.000551741918211952,0.004826863606770833,0.00017313767596166348,10,1,10,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.1731731096903483,0.003235992411409223,0.00817569096883138,0.00048677275131933087,10,1,10,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.34359169006347656,0.0015920007222503152,0.013449986775716146,0.0001584660922984301,10,1,10,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.0867164134979248,0.0008545730978616265,0.004699389139811198,0.0001106728555046244,10,2,2,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.1743764877319336,0.0009859906537397207,0.007874727249145508,0.00035988671813640187,10,2,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3431117534637451,0.0027681129392759336,0.013711293538411459,0.0009226300872029929,10,2,2,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08810917536417644,0.0007887568941444744,0.005003213882446289,0.00017997439319123606,10,2,5,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17339865366617838,0.0013017999718604083,0.008181889851888021,0.00026231839762916515,10,2,5,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.3453992207845052,0.004404109748628437,0.013216177622477213,0.00023788155899061457,10,2,5,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08942262331644694,0.0029040918608018488,0.004824082056681315,4.3254997582569193e-05,10,2,10,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.17343544960021973,0.002348514311446759,0.007742643356323242,0.0002745945208729557,10,2,10,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3417239983876546,0.0035308196938111554,0.013279358545939127,0.00026660928335634155,10,2,10,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.094451904296875,0.011124572705809506,0.004810651143391927,0.00018082801906732363,10,4,2,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17197775840759277,0.0013895223925430632,0.008085489273071289,0.0003321697636499265,10,4,2,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
